127.0.0.1 - - [26/Jun/2021:16:37:23 +0800] "GET / HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&requesting_number=0_5&data_time=0&render_time=18&read_time=3&render_interval=19&length=237 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&requesting_number=0_5&data_time=0&render_time=4&read_time=4&render_interval=17&length=236 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.645040414676094&requesting_number=0_5&data_time=0&render_time=6&read_time=17&render_interval=17&length=257 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_name=show_select_component_box_component&event_driver_id=all&component_id=-1 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousedown&operate_component_id=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9456101350979839,0.08605927622949298,-0.313712086752851,9.837101073571511e-17,-0.2719092506059108,0.7384775145253507,-0.6170221389669838,-7.214122254639615e-17,0.1785688434047345,0.6687636066020007,0.7217121355843888,-2.293965587019672e-17,0.43000000715256026,0.14499999999999924,0.043999999999999956,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.8757698897545455,-0.09584713402313368,-0.47311777296870156,1.0200513872815832e-16,-0.30787797685721774,0.6439758127898699,-0.7003615522770598,6.375688201680027e-18,0.37180404995860183,0.759018102182799,0.5344654048609728,5.979428294119801e-17,0.4300000071525602,0.14499999999999919,0.04399999999999977,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.4555256020202909&y=0.05817983801453075&requesting_number=0_5&data_time=0&render_time=4&read_time=17&render_interval=16&length=280 HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.4872980238776392,-0.599326003797728,-0.6350976122587729,8.891547961146454e-17,-0.4659748316744685,0.4366227284756936,-0.7695635446305854,3.874566762045571e-17,0.7385174961846868,0.6709462975158936,-0.06650544097151004,1.0210896197086956e-16,0.4300000071525602,0.14499999999999919,0.04399999999999971,1.0000000000000002&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=-0.033060384995671335,-0.9064914105196938,-0.42092794347483686,1.219893509229407e-17,-0.6108503845320631,0.35166828595894034,-0.7093597284648544,1.0930480302218449e-16,0.7910555092159889,0.23367229040842075,-0.5653569156155376,3.863180282019246e-17,0.4300000071525602,0.1449999999999991,0.043999999999999775,1.0000000000000002&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=-0.3719119669491102,-0.9223716013442482,-0.10446108305820109,4.397686915348034e-17,-0.6896324156432584,0.3498742775561546,-0.6340308519296226,1.3357930122750486e-16,0.6213602981637042,-0.16376391219742814,-0.7662197863065823,8.493293061705156e-17,0.43000000715256037,0.1449999999999992,0.04399999999999976,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.47088437050528464&y=-0.5572069638283568&requesting_number=0_5&data_time=0&render_time=16&read_time=15&render_interval=18&length=283 HTTP/1.1" 200 278
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=-0.4803925864087314,-0.8759285343511661,0.04440907151639921,3.2379359194630757e-17,-0.7118156775058466,0.3598045772517985,-0.6032073502913795,6.318773621400782e-17,0.5123879430474747,-0.32138741247608477,-0.7963471145935695,-1.3455425104195047e-19,0.4300000071525604,0.14499999999999919,0.04399999999999984,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=-0.5032194123683651,-0.8603693697530349,0.08083792801899523,9.575159155253315e-17,-0.7149196130795259,0.3619387327388866,-0.5982393338602787,-2.9625279882602984e-16,0.48544842141041006,-0.3588382662623022,-0.7972295333315275,-2.2760399555757326e-16,0.4300000071525604,0.14499999999999913,0.04399999999999982,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.5151365602624773&y=-0.5779970584852112&requesting_number=0_5&data_time=0&render_time=16&read_time=15&render_interval=17&length=282 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mouseup&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=-0.5052335480592137,-0.8588698893269706,0.08415209517877394,1.8341881866764156e-16,-0.7149196130795257,0.36193873273888666,-0.5982393338602786,-2.7832040054985753e-16,0.4833518477772896,-0.3624125645598496,-0.7968865190850148,-1.1031846894159e-16,0.43000000715256037,0.14499999999999905,0.043999999999999914,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.49685848188450643&y=-0.5738390395538404&requesting_number=0_5&data_time=0&render_time=15&read_time=16&render_interval=16&length=283 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.18420714120868908&y=-0.2806987048921945&requesting_number=0_5&data_time=0&render_time=16&read_time=3&render_interval=17&length=282 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.13421622421806623&y=0.00620460137239498&requesting_number=0_5&data_time=0&render_time=19&read_time=3&render_interval=19&length=281 HTTP/1.1" 200 214
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.42185545763981813&y=0.27231781298013014&requesting_number=0_5&data_time=0&render_time=4&read_time=4&render_interval=17&length=280 HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.5738521094145232&y=0.4012163998526268&requesting_number=0_5&data_time=0&render_time=18&read_time=3&render_interval=19&length=279 HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.5853961589163996&y=0.4074534282496831&requesting_number=0_5&data_time=0&render_time=4&read_time=3&render_interval=17&length=278 HTTP/1.1" 200 203
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.5757761176648359&y=0.4032954093183123&requesting_number=0_5&data_time=0&render_time=4&read_time=18&render_interval=17&length=279 HTTP/1.1" 200 204
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_name=show_select_component_box_component&event_driver_id=all&component_id=-1 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousedown&operate_component_id=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=-0.5659380478446074,-0.8001762396718666,0.1985752035537815,1.0002509231070225e-16,-0.7377937784781713,0.3840551862935232,-0.5551233685586927,-7.339222559344131e-17,0.36793269281315244,-0.4606729852570457,-0.8077164937115148,-4.0002107162994294e-18,0.4300000071525603,0.14499999999999896,0.043999999999999956,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.3131489914971495&y=0.13510318824489165&requesting_number=0_5&data_time=0&render_time=19&read_time=15&render_interval=20&length=281 HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=-0.5876158133259856,-0.298593972463055,0.7520301161110317,1.1553415800254223e-16,-0.7463804661700103,0.5589200815965052,-0.36128180428578743,-1.3749911140602853e-16,-0.312448164739494,-0.7735954899021118,-0.5512949866940869,-6.918787752003097e-17,0.4300000071525601,0.144999999999999,0.043999999999999935,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.26020546709604164&y=-0.2661456386323966&requesting_number=0_5&data_time=0&render_time=18&read_time=3&render_interval=18&length=282 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=-0.1965888807327001,0.23496811130764342,0.9519153316554899,8.31549075546495e-17,-0.6376843962867986,0.7068378617167608,-0.3061680061273855,-1.7576743215342862e-16,-0.7447895157053472,-0.667210779223624,0.010879034111470889,-2.0901353624150182e-16,0.43000000715256,0.14499999999999916,0.04400000000000008,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.49685848188450643&y=-0.4116763012303766&requesting_number=0_5&data_time=0&render_time=18&read_time=16&render_interval=18&length=283 HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.010435469216134845,0.3931905613683522,0.9193977830259747,2.088425539510621e-16,-0.5728010886737015,0.7559967445863649,-0.31680883035206153,-2.3618168860235656e-16,-0.8196279728001366,-0.523326002244927,0.23310916236364515,-2.4382489988013277e-16,0.4300000071525598,0.14499999999999907,0.04400000000000016,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.02922579038933068,0.40498038440697826,0.9138581626388709,3.6048696155205205e-16,-0.5642541090614659,0.761338231075269,-0.3193452650509049,-2.254590836681729e-16,-0.8250837251960377,-0.5063151055901409,0.25076255754771887,-1.1299065608911918e-16,0.43000000715255976,0.14499999999999896,0.04400000000000012,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.541110671641699&y=-0.44909847161271443&requesting_number=0_5&data_time=0&render_time=16&read_time=16&render_interval=17&length=282 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mouseup&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.02751037451537222,0.4039268778474735,0.9143775241367288,3.833734782340996e-16,-0.5642541090614662,0.7613382310752692,-0.31934526505090494,-1.9102692078005782e-16,-0.8251427026286279,-0.5071559673863373,0.24886210045555715,-1.5254712734815545e-16,0.4300000071525597,0.14499999999999896,0.04400000000000011,1&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.4535682962524702&y=-0.4054392728333205&requesting_number=0_5&data_time=0&render_time=15&read_time=3&render_interval=16&length=281 HTTP/1.1" 200 349
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.1640050545804056&y=-0.2100123830588898&requesting_number=0_5&data_time=0&render_time=3&read_time=3&render_interval=16&length=280 HTTP/1.1" 200 204
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.1880884552268225&y=0.0249156865635638&requesting_number=0_5&data_time=0&render_time=19&read_time=3&render_interval=19&length=279 HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.46225963089638533&y=0.2411326709948487&requesting_number=0_5&data_time=0&render_time=3&read_time=4&render_interval=16&length=279 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:29 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.5219038866560797&y=0.3222140401565805&requesting_number=0_5&data_time=0&render_time=18&read_time=3&render_interval=19&length=279 HTTP/1.1" 200 204
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:30 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.5170938660302979&y=0.34508314427912024&requesting_number=0_5&data_time=0&render_time=19&read_time=3&render_interval=19&length=280 HTTP/1.1" 200 203
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:30 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.48438572577498173&y=0.3263720590879513&requesting_number=0_5&data_time=0&render_time=19&read_time=2&render_interval=19&length=280 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:30 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_name=show_select_component_box_component&event_driver_id=all&component_id=-1 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:30 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousedown&operate_component_id=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:30 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.19517781590368255,0.4875640857921574,0.8509917052619995,9.998916548948287e-17,-0.4726419776436747,0.807036923810134,-0.3539787628886122,-4.132051425484024e-18,-0.8593690599202094,-0.33312560071650765,0.387958957879724,7.343386474122038e-17,0.43000000715255965,0.14499999999999894,0.04400000000000009,0.9999999999999999&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:30 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=0.3400851070015276&y=0.13302417877920625&requesting_number=0_5&data_time=0&render_time=3&read_time=18&render_interval=17&length=280 HTTP/1.1" 200 213
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:30 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.666867084109354,0.5271815536696586,0.5266572904668958,-8.973511859991046e-17,-0.25821138259483656,0.8264456362868192,-0.50031439331778,6.443865163366811e-17,-0.6990101387175653,0.19765429348466082,0.6872536694970273,3.6977148555373383e-16,0.43000000715255965,0.14499999999999907,0.04400000000000012,0.9999999999999999&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:30 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9517393444400128,0.29300430542354006,0.09132741783365494,-1.8532583511556066e-16,-0.17312345278170208,0.7582561250399615,-0.6285506494597903,-1.6210830927493314e-16,-0.25341762042493354,0.5824054651552053,0.7723881043979846,4.805347235485388e-16,0.43000000715255976,0.14499999999999919,0.04400000000000024,0.9999999999999997&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:30 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9808181261330665,0.19200101205195141,-0.03363651022097176,-1.1885564573426672e-16,-0.16709408729077252,0.739306210218637,-0.6523081277468646,-4.419154867794653e-17,-0.1003761398006644,0.6454160974930693,0.7572071656129079,6.805252526405459e-16,0.43000000715255976,0.14499999999999927,0.044000000000000206,0.9999999999999997&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:30 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.29291360735135796&y=-0.3493060172598137&requesting_number=0_5&data_time=0&render_time=3&read_time=18&render_interval=15&length=282 HTTP/1.1" 200 278
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:30 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mouseup&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9810246888941045,0.1906587741917252,-0.035210674573678144,-1.003009479764799e-16,-0.16709408729077246,0.7393062102186369,-0.6523081277468645,6.715732538654614e-17,-0.0983367976532086,0.6458138736167452,0.7571355987347618,6.764709564929558e-16,0.4300000071525599,0.14499999999999932,0.04400000000000017,0.9999999999999997&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9869172625134556,0.046174770173220823,-0.15447397046880842,-2.339935731877826e-16,-0.15772974096200615,0.4750069091201065,-0.8657307694105714,-1.995050892200684e-16,0.03340128394248082,0.8787697803677669,0.4760756529621949,8.467059485196506e-16,0.4300000071525602,0.14499999999999924,0.04400000000000014,0.9999999999999997&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&x=-0.25635745059541615&y=-0.2848567238235653&requesting_number=0_5&data_time=0&render_time=16&read_time=16&render_interval=17&length=283 HTTP/1.1" 200 420
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9823742864809244,0.18114204705631395,-0.04613371922295234,-1.6257709816813445e-16,-0.1653588899337898,0.7270704149462085,-0.6663520460160769,-6.84085899789462e-17,-0.08716191129707122,0.6622357363493727,0.7442087279257376,8.50047620234818e-16,0.4300000071525598,0.14499999999999924,0.04400000000000012,0.9999999999999997&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9870614523934088,0.12468649190012468,-0.1008115466435006,-2.2015059177105693e-16,-0.157280017414926,0.6306127941355911,-0.7599937499706572,-1.294930048528145e-16,-0.03118790343987297,0.7660161764676657,0.6420642740947997,9.317508281546235e-16,0.4300000071525601,0.14499999999999924,0.044000000000000185,0.9999999999999997&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousedown&operate_component_id=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_name=show_select_component_box_component&event_driver_id=all&component_id=-1 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [26/Jun/2021:16:38:33 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=35&event_driver_id=0&event_operation=mousemove&distance=1.375853556903794&half_fovy_tanl=0.41421356237309503&data=0.9840396469120034,-0.00901571208577096,-0.1777208210674454,-2.1002516039454485e-16,-0.16764636263954785,0.2879277944702153,-0.9428638726058207,-9.616453795505295e-17,0.05967135325287488,0.9576096815023878,0.28182091386883695,1.0420575959215158e-15,0.43000000715256004,0.14499999999999932,0.04400000000000013,0.9999999999999998&clip_plane_modification=0&operate_component_id=5 HTTP/1.1" 200 5
