127.0.0.1 - - [15/Oct/2021:19:02:07 +0800] "GET / HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:24 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=0.3044871794871795&y=0.42263279445727486&requesting_number=10_10&data_time=0&render_time=4&read_time=3&render_interval=16&length=308 HTTP/1.1" 200 256
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:24 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.36569147223728105,0.869897828702753,0.330979628906623,-8.666865555625976e-16,-0.9209978817735416,-0.38951879886420887,0.006164989864903686,4.686508467531553e-16,0.13428569879767924,-0.3025770529131673,0.9436177606153879,-9.248456576759525e-16,0.007487138808569086,0.126058024119548,0.30999910705041717,0.9999999999999997&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=0.2905982905982907&y=0.43187066974595845&requesting_number=10_10&data_time=0&render_time=4&read_time=4&render_interval=16&length=308 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.3785942925183391,0.8967456828856608,0.22915833368757887,-7.601481532247427e-16,-0.9197849084610509,-0.39213846907472494,0.014937979750565168,4.715514968379721e-16,0.10325736700031066,-0.2051209430985975,0.9732745321143998,-6.102029428389819e-16,0.007487138808569139,0.126058024119548,0.3099991070504172,0.9999999999999999&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.39162956789614145,0.9197338964937546,-0.026755208649839157,-8.248068907782523e-16,-0.9200212970326078,-0.39185297239806455,-0.0034728992557423117,2.698058935818011e-16,-0.013678251201188088,0.023255271729530284,0.9996359826361096,-4.2705707791560537e-16,0.0074871388085690944,0.126058024119548,0.3099991070504171,0.9999999999999999&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=0.2158119658119657&y=0.42263279445727486&requesting_number=10_10&data_time=0&render_time=4&read_time=3&render_interval=17&length=308 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.3281459292153863,0.8234405018259854,-0.4628887437516054,-8.049812200048131e-16,-0.9064007743949758,-0.4124610810316343,-0.09117835713811001,4.622220736363672e-16,-0.26600354380264024,0.3896429090677553,0.8817145332235666,-1.166171828383395e-16,0.007487138808569045,0.12605802411954808,0.3099991070504174,1&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=0.1100427350427351&y=0.37644341801385683&requesting_number=10_10&data_time=0&render_time=4&read_time=4&render_interval=17&length=308 HTTP/1.1" 200 223
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.22089440815101935,0.6715977570665708,-0.7072214032046549,-5.824430992666842e-16,-0.8793849369460346,-0.45073497298381177,-0.1533626969041121,6.292502685558238e-16,-0.42176746332550863,0.588042886898933,0.6901577863413061,-7.897032566925074e-17,0.007487138808569061,0.12605802411954836,0.30999910705041744,0.9999999999999998&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=0.019230769230769162&y=0.3233256351039261&requesting_number=10_10&data_time=0&render_time=3&read_time=4&render_interval=16&length=309 HTTP/1.1" 200 207
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.0959254958500439,0.5046571040993914,-0.8579740710114363,-6.161082825816034e-16,-0.8320989689757011,-0.5136927969773035,-0.209119621659976,6.322790165207469e-16,-0.5462688029491547,0.6938594364967939,0.4692008922720071,-2.911785889269557e-16,0.007487138808569054,0.1260580241195486,0.30999910705041733,0.9999999999999999&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.02991452991452992&y=0.2817551963048499&requesting_number=10_10&data_time=0&render_time=4&read_time=4&render_interval=16&length=309 HTTP/1.1" 200 204
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.027336546251843875,0.4195459027524596,-0.9073224061614713,-6.465062147600871e-16,-0.8058159830459176,-0.5463628392447515,-0.22835991189382737,7.466984418077e-16,-0.5915347113287315,0.7248923253670402,0.35301246708466016,-3.007058475258052e-16,0.007487138808569042,0.12605802411954858,0.30999910705041733,0.9999999999999998&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.06623931623931623&y=0.24018475750577373&requesting_number=10_10&data_time=0&render_time=4&read_time=3&render_interval=16&length=310 HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=0.05061481936960764,0.32922937224770227,-0.942892443765228,-6.392879417729843e-16,-0.7569628336260632,-0.6032209021130681,-0.25126044607677306,5.489105020492122e-16,-0.651494749456192,0.726452038130033,0.2186824815291227,-4.073030724292506e-16,0.007487138808569031,0.12605802411954853,0.3099991070504172,0.9999999999999998&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=0.17521706515763324,0.20186322930594602,-0.9636131053133924,-5.212266032011579e-16,-0.6576829855031054,-0.7043370871377544,-0.2671373397000637,7.549998265770271e-16,-0.7326336537842564,0.6805589646286921,0.009350134023275763,-4.780538156916681e-17,0.007487138808569067,0.12605802411954853,0.30999910705041694,0.9999999999999998&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.11965811965811968&y=0.15473441108545039&requesting_number=10_10&data_time=0&render_time=3&read_time=3&render_interval=17&length=310 HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=0.32433679411966765,0.08175074980777562,-0.9424024930389565,-5.219407071689093e-16,-0.49018031659128924,-0.837538855574268,-0.24135435075798822,8.24934856117043e-16,-0.8090296046540194,0.5402272487659345,-0.23157205894526617,-4.580079356035254e-16,0.007487138808569064,0.12605802411954856,0.3099991070504169,1&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.17521367521367526&y=0.002309468822170868&requesting_number=10_10&data_time=0&render_time=4&read_time=3&render_interval=16&length=311 HTTP/1.1" 200 216
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=0.41670681200708226,0.03196981043772443,-0.9084785985632622,-4.3915647608608394e-16,-0.29735082317626127,-0.9396100824839407,-0.16945613252674674,8.160173606282097e-16,-0.8590331313653113,0.3407503838810709,-0.38203567255115184,-7.197163614133268e-16,0.007487138808569013,0.12605802411954858,0.309999107050417,1.0000000000000002&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.1976495726495726&y=-0.1293302540415704&requesting_number=10_10&data_time=0&render_time=3&read_time=2&render_interval=16&length=309 HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=0.4527220906333963,0.020512473111164928,-0.8914156982572102,-4.936407907474128e-16,-0.15297275983860775,-0.9831259619865931,-0.10031289854896996,9.344002820779359e-16,-0.8784315815132585,0.18177618467444887,-0.4419449912436126,-7.638616062069471e-16,0.007487138808568944,0.12605802411954858,0.3099991070504171,1.0000000000000002&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=0.45678897098493015,0.0198207618865683,-0.8893542451603661,-6.860584115782187e-16,-0.0018207147399416856,-0.9997288190706104,-0.023215798877456787,8.197694481956896e-16,-0.8895732240711623,0.012223981263018002,-0.45662901057392263,-6.147594035867859e-16,0.007487138808568922,0.1260580241195487,0.3099991070504172,1&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.2008547008547008&y=-0.23787528868360286&requesting_number=10_10&data_time=0&render_time=4&read_time=3&render_interval=17&length=310 HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=0.4073877611876423,0.013075885102286671,-0.9131616687439921,-4.3122414720167423e-16,0.1832519188606485,-0.9807313692869655,0.06771052747102023,8.26154320262433e-16,-0.8946809186902381,-0.19492306822258368,-0.4019341378961061,-7.440157012115649e-16,0.007487138808568951,0.12605802411954872,0.30999910705041717,1.0000000000000004&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.18055555555555558&y=-0.37413394919168597&requesting_number=10_10&data_time=0&render_time=4&read_time=3&render_interval=16&length=311 HTTP/1.1" 200 212
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=0.3169304271845921,-0.015832644602776866,-0.9483166305034803,-3.854387713948382e-16,0.35177508482125946,-0.9265830815273235,0.1330341412056477,6.633939630177009e-16,-0.8808004280332664,-0.37575673033521634,-0.2880928419523865,-5.754981076051317e-16,0.007487138808568978,0.1260580241195487,0.30999910705041706,1.000000000000001&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.14743589743589747&y=-0.4896073903002309&requesting_number=10_10&data_time=0&render_time=3&read_time=2&render_interval=16&length=310 HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=0.2172470676405788,-0.06756474781364193,-0.9737754959201066,-5.420812856605421e-16,0.47963111856267737,-0.8614750551384168,0.16677745495292842,8.549014468614484e-16,-0.8501515757251074,-0.5032849433741711,-0.15474677400506756,-7.242892681485064e-16,0.007487138808569081,0.12605802411954872,0.3099991070504169,1.0000000000000009&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=0.0775216503124192,-0.1562089266466568,-0.9846771882036973,-5.768471229655424e-16,0.5495552247034236,-0.8173638491948114,0.1729317583054393,9.855859709267162e-16,-0.8318530211125079,-0.5545404487188862,0.022482037288687938,-1.2427254119174024e-15,0.007487138808569049,0.12605802411954864,0.3099991070504169,1.0000000000000016&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.09935897435897434&y=-0.5519630484988454&requesting_number=10_10&data_time=0&render_time=3&read_time=3&render_interval=17&length=310 HTTP/1.1" 200 261
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.048637448338916346,-0.23986536911692927,-0.969587027201519,-4.359557535984785e-16,0.5610389622331516,-0.8096879766092582,0.17216464036135332,5.742022436481429e-16,-0.8263592932105419,-0.5356024507345059,0.1739549748980054,-1.3186998348210879e-15,0.007487138808569013,0.1260580241195487,0.309999107050417,1.0000000000000018&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.05128205128205132&y=-0.5542725173210161&requesting_number=10_10&data_time=0&render_time=3&read_time=3&render_interval=16&length=310 HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.19521760449140219,-0.32458919007620923,-0.9254901104724514,-5.230210242761991e-16,0.48357589319810645,-0.8528222753458944,0.1971002846053394,6.219424656093758e-16,-0.8532552035670753,-0.409067261412504,0.3234494291634824,-1.2373924685989766e-15,0.007487138808569001,0.1260580241195485,0.3099991070504169,1.000000000000002&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=0.014957264957264904&y=-0.4457274826789839&requesting_number=10_10&data_time=0&render_time=4&read_time=4&render_interval=17&length=310 HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.42115273783477614,-0.3956542427246079,-0.8161422006172026,-3.181905031186417e-16,0.30122187707541487,-0.9097766576574483,0.28560779742998377,4.667087519900816e-16,-0.8555090602591163,-0.12555537979577822,0.5023346438569621,-9.73520826226541e-16,0.007487138808568853,0.12605802411954845,0.3099991070504169,1.000000000000002&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.6253503948694554,-0.3874056815861703,-0.6773874234966074,-3.447410959397231e-16,0.09742206251999785,-0.9000301580734666,0.4247995483667577,3.6249446516118364e-16,-0.7742388684191516,0.199656085389369,0.6005760752777497,-9.955484560976217e-16,0.007487138808568857,0.1260580241195485,0.3099991070504171,1.000000000000002&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=0.09508547008547019&y=-0.2817551963048499&requesting_number=10_10&data_time=0&render_time=4&read_time=3&render_interval=17&length=309 HTTP/1.1" 200 209
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.8157592526267433,-0.27921499414594386,-0.5065331467909473,-1.5972753986142476e-16,-0.11242914050002767,-0.7825088432562676,0.6124047669574136,2.2628279307518273e-16,-0.5673592601873053,0.5565239413267125,0.6069469273420002,-8.649952438191716e-16,0.0074871388085688,0.12605802411954842,0.3099991070504171,1.0000000000000018&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=0.17948717948717952&y=-0.09468822170900704&requesting_number=10_10&data_time=0&render_time=4&read_time=3&render_interval=16&length=310 HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.9364931919181356,-0.09218179908428488,-0.3383533913064402,-3.695801076948606e-17,-0.20392449768230528,-0.6417882147166949,0.7392717272395702,5.498824111727695e-16,-0.2852986167789927,0.7613214848986853,0.5822321666617644,-9.3382013370403e-16,0.007487138808568725,0.1260580241195483,0.30999910705041706,1.0000000000000018&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=0.2713675213675213&y=0.0323325635103926&component=0&body=0&face=2&vertex=163&depth=-0.808019&value=0.00000&requesting_number=10_10&data_time=0&render_time=4&read_time=4&render_interval=16&length=374 HTTP/1.1" 200 779
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.9696726352647982,0.20128107168064452,-0.13863949870695286,-2.4582744860691726e-16,-0.22241954610839448,-0.49158803776150195,0.8419446220736443,2.945323147381444e-16,0.10131399670114546,0.8472467948082688,0.5214483126442675,-7.655380878302064e-16,0.007487138808568737,0.1260580241195481,0.30999910705041706,1.0000000000000016&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=0.34615384615384626&y=0.0969976905311778&component=-1&body=-1&face=-1&vertex=-1&depth=-1.00000&value=-1.00000&requesting_number=10_10&data_time=0&render_time=5&read_time=4&render_interval=17&length=377 HTTP/1.1" 200 292
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.9110994480238233,0.41200578589403325,-0.012207710699714025,-3.9115195149593996e-16,-0.20794547965062202,-0.43387041846497804,0.8766499515051017,3.335971999763188e-16,0.35588828767403724,0.8012538251832964,0.4809738395438738,-8.587735584103395e-16,0.007487138808568746,0.126058024119548,0.30999910705041706,1.000000000000002&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=0.4049145299145298&y=0.10392609699769051&component=53&depth=-0.772569&value=-0.772569&requesting_number=10_10&data_time=0&render_time=3&read_time=4&render_interval=16&length=353 HTTP/1.1" 200 277
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.8109386536602282,0.57739840271327,0.09481341964039108,-5.491383365586919e-16,-0.22448727241884328,-0.4566457027854716,0.8608601318736457,4.2140853525977687e-16,0.5403554057485537,0.6768203503676041,0.49993024394067914,-8.60656500441775e-16,0.0074871388085687735,0.12605802411954797,0.30999910705041706,1.000000000000002&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=37&event_driver_id=0&event_operation=mousemove&distance=0.436854258981505&half_fovy_tanl=0.2563084730573282&data=-0.6970447685711761,0.6901928713258755,0.19432547691567148,-5.905753013402328e-16,-0.2862121534728571,-0.5163110720227732,0.8071588939676784,1.7684372267812437e-16,0.6574277099514308,0.5070075712231908,0.5574335197226438,-8.128966650238439e-16,0.0074871388085687406,0.12605802411954797,0.30999910705041706,1.0000000000000016&clip_plane_modification=0&operate_component_id=7 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Oct/2021:19:02:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=36948908807700&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=0.4626068376068375&y=0.03926096997690531&component=-1&depth=-1.00000&value=-1.00000&requesting_number=10_10&data_time=0&render_time=4&read_time=3&render_interval=17&length=351 HTTP/1.1" 200 258
